game_a,text_a,level_id_a,game_b,text_b,level_id_b
super_mario_bros,flat ground with central pipe and scattered breakable block platforms and two goomba,526,the_legend_of_zelda,central block diamond cluster with monster near top and right door,362
the_legend_of_zelda,large open floor room with two monsters centered vertically,500,dungeon,central path network with scattered bats and surrounding walls,409
the_legend_of_zelda,large open floor room enclosed by wall with single door at bottom,119,dungeon,walls form maze of paths with bats scattered throughout,139
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493
dungeon,spiral wall path with bats around edges and inside,413,lode_runner,ground bottom left diggable ground central gold scattered ladder left rope top,351
lode_runner,ground left mass diggable ground right platforms ladder center rope top gold right enemy right,194,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418
lode_runner,ground border diggable ground mid band ladder left and center rope right gold upper left enemy,231,the_legend_of_zelda,floor grid with two symmetric block diamond clusters near center,470
super_mario_bros,rising ground staircase slope with left floating ground platform,206,dungeon,walls form central block with surrounding paths and scattered bats,174
lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493,dungeon,spiral wall path with bats clustered near center,116
the_legend_of_zelda,square wall border with large central floor area and left door,489,lode_runner,ground border diggable ground mid band ladder left and center rope right gold upper left enemy,231
dungeon,walls form central blocks with bats clustered in lower left and right,257,lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213
lode_runner,ground bottom and right diggable ground center rope left ladder left gold scattered enemy pink person,96,the_legend_of_zelda,open floor room with two monsters centered and doors on left and bottom,360
lode_runner,ground border diggable ground central columns gold mid right enemy top left ladder bottom left rope,312,dungeon,spiral wall path with bats scattered inside,73
the_legend_of_zelda,central block cluster with one monster on floor,24,super_mario_bros,flat ground with central pipe and scattered breakable block platforms and goomba,118
lode_runner,ground platforms left and right ladder center rope top gold scattered enemy top center,299,dungeon,maze of walls with many small paths and scattered bats,402
lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191,super_mario_bros,ground left and bottom with scattered breakable block platforms and coin cluster,40
the_legend_of_zelda,diagonal wall stripes across floor with border wall,94,lode_runner,ground border maze diggable ground corridors ladder right rope top gold scattered enemy center,191
the_legend_of_zelda,large central floor room surrounded by wall ring with two side doors and bottom door,377,lode_runner,ground border diggable ground mid band ladder left and center rope right gold upper left enemy,231
super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422,dungeon,central path with scattered wall blocks and bats,188
the_legend_of_zelda,diagonal wall stripes across floor with border wall,94,lode_runner,ground platforms left and right diggable ground center pit ladders left and center rope top,60
super_mario_bros,three separated ground platforms with a large ground block on right,99,lode_runner,ground border diggable ground platforms ladders left center rope top center gold scattered enemy center,137
super_mario_bros,flat ground with scattered goomba and pipe at right,151,the_legend_of_zelda,open floor with central block cluster and bottom door,190
dungeon,central cross path with scattered wall blocks and bats clustered lower center,450,the_legend_of_zelda,floor ring around central block cluster with outer wall and door openings,424
dungeon,maze like walls forming winding paths with scattered bats,361,the_legend_of_zelda,open floor room with two monsters centered and one door bottom,513
dungeon,scattered wall blocks with narrow path gaps no bat,452,the_legend_of_zelda,large open floor room with right side block cluster and one door,67
